순번,현장명,공정률,공사규모,재해일자,발생형태,기인물(대),기인물(중),기인물(소),기인물상세,소업종명,규모,직종,연령,성별,근속기간,재해요일,재해시간,재해개요,시설물(대),근로자수
265,Gwangju High-Tech A6BL Apartment,Less than 70 to 80%,Less than 30 billion to 50 billion won,20090312,hit by object,"Parts, Accessories and Materials",Equipment/mechanical parts and accessories,Lifting equipment parts and accessories,"Sling (rope, chain)",Architectural construction work,200 ~ 299 people,"Construction, electrical and production managers",51,other,1 month to less than 2 months,thursday,08:00,"On February 5, 2009, the victim was hired as a temporary facility foreman by Hwaseong Industrial Co., Ltd., which was the primary contractor of Samneung Construction Co., Ltd. and subcontractor for sub-soil construction, and was working at the “Gwangju High-Tech A6BL Apartment Construction Site” located in Yeonje-dong, Buk-gu, Gwangju on March 2009. Around 12.08:15, in order to move the earth plate bundle after completing the underground water tank temporary facility work, the earth plate bundle was tied with a belt sling rope, and then the belt sling rope (fiber belt) was hung on the lifting hook installed on the bucket part of the excavator. After lifting, while swinging, the belt sling rope fell. The earth plate broke and fell, and the victim, who happened to be passing under the excavator, suffered constriction and was transported to Gwangju Hope Hospital. However, he died at around 08:49 on the same day due to multiple rib fractures, hemothorax, low blood pressure due to bleeding, and cardiopulmonary failure.",Residential and commercial facilities,248
266,Yongdu 1 redevelopment apartment site,Less than 50 to 60%,More than 100 billion won,20081219,"Work-related diseases (brain, heart, etc.)","People, animals and plants","People, animals and plants",person,Person (the victim himself),Architectural construction work,500 ~ 999 people,Construction-related technicians,48,other,less than 1 month,friday,10 o'clock,"2008. 12. 19. Mang *** went to work at Samsung C&T Co., Ltd.'s Yongduje 1 redevelopment site around 05:20 and started work (masonry) at room 601, Building 108, at the same site at around 06:00 on the same day. Around 10:15, he was found collapsed in front of the stairwell in the parking lot on the second basement floor by Park Sang-jeong of Daekyo World. He was taken to Dong Seoul Hospital, given emergency treatment, and then transferred to Brain Hospital for resuscitation. However, at around 10:44 on December 23, 2008, he suffered brainstem paralysis, a direct cause of death. , died from severe cerebral edema as a preceding cause and intraparenchymal hemorrhage as a preceding cause.",Residential and commercial facilities,769
267,GS Central Xi,Less than 60 ~ 70%,More than 100 billion won,20090205,hit by object,"Buildings, structures and surfaces",formwork and braces,formwork,prefabricated formwork,Architectural construction work,500 ~ 999 people,Construction-related technicians,48,other,3 months to less than 4 months,thursday,15 o'clock,"Around 15:30 on February 5, 2009, the deceased ***, another work leader and two people, unloaded a bundle of Euroform that the direct foreman had unloaded using a tower crane from the first floor through the material salvage port on the floor of the parking lot on the 5th basement floor of the Ulsan Central Xi site. This was an accident in which Lee Seong-deok, who was working on the 4th floor above ground, dropped a piece of Euroform and hit the head of a worker who was not aware of it.",Residential and commercial facilities,630
268,Dangjin Sinpyeong Geosan-ri Apartment Construction,Less than 60 ~ 70%,Less than 15 billion to 20 billion won,20090416,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,Other scaffolding,Other construction work,50 to 99 people,Architectural finishing related skills,55,other,5 months to less than 6 months,thursday,17:00,"After completing work on the exterior wall of the 14th floor staircase, while coming down to the floor using a rope, the lead rope and auxiliary rope became twisted and suddenly loosened violently, causing him to fall and die at Dankook University Hospital around 21:00.",Residential and commercial facilities,85
269,Electrical work for new construction of Shindo Brandyu Apartment in Yangju-eup district,Less than 70 to 80%,Less than 5 billion to 10 billion won,20090428,stuck,Equipment/Machines,"Transportation, lifting equipment and machinery",Other transportation and lifting equipment and machinery,lift,Architectural construction work,50 to 99 people,unclassifiable,55,other,6 months to less than 1 year,tuesday,10 o'clock,"The victim was working on a rental lift machine in the underground parking lot of the A-11BL apartment building construction site in the Yangju-eup district of Shindo General Construction Co., Ltd. in the Go-eup housing district in Yangju-si, Gyeonggi-do at around 10:00 a.m. on Tuesday, April 28, 2009, when it suffered from malfunction. This is a disaster in which a person got caught in the chest between the lift railing and the ceiling and was taken to the hospital and died during treatment.",Residential and commercial facilities,70
270,Haan Jugongbon Complex 2 reconstruction APT site,Less than 70 to 80%,More than 100 billion won,20090518,fall,"Buildings, structures and surfaces",stairs and ladders,stairs,permanent stairs,Architectural construction work,500 ~ 999 people,Architectural finishing related skills,64,other,1 month to less than 2 months,monday,16:00,"2009.5.18. At around 16:50, while working on floor tiles between the 2nd and 3rd floors of the stairs of Building 103 at the reconstruction site of Jugongbon Complex 3 in Gwangmyeong River, he slipped and fell to the first floor (approximately 3.5 meters). He was transported to Gwangmyeong Seongae Hospital, but was still receiving treatment at around 19:40 on the same day. died",Residential and commercial facilities,686
271,Plastering work during Cheonsan Skyville Apartment new construction,Less than 60 ~ 70%,Less than 500 million to 1 billion won,20090508,fall,"Buildings, structures and surfaces",Components and accessories of buildings and structures,Components and accessories of buildings and structures,"door, window",Other construction work,10 to 15 people,Architectural finishing related skills,54,other,less than 1 month,friday,11 o'clock,"After priming the PT wall in front of the elevator on the 15th floor of building 106 at the Cheonsan Apartment site in Seocheon-gun, South Chungcheong Province, while scraping the wall using a scraper on the stairs, he lost his balance and fell to the ground through an exterior wall window.",Residential and commercial facilities,15
272,Samjeon I-Peel 2nd Apartment Crack Repair and Repainting Work / Rooftop Waterproofing Work,Less than 50 to 60%,Less than 20 million to 40 million won,20090613,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,portable ladder,Architectural construction work,less than 5 people,Architectural finishing related skills,57,other,less than 1 month,Saturday,07:00,"At around 07.07.6.2009, at the Samjeon I-Feel 2nd Apartment site, he used a ladder to climb up to the 3rd floor to repair the 3rd floor in front of the 7.8 line, and while painting, the ladder fell and he fell down with it, resulting in an accident.",Residential and commercial facilities,2
273,Asan Seohae Grand Bleu Apartment 1st and 2nd new construction,over 90,More than 100 billion won,20090322,fall,"People, animals and plants","People, animals and plants",person,Person (the victim himself),Architectural construction work,less than 5 people,"Electrical, electronic and mechanical engineering technicians and testers",50,other,3 months to less than 4 months,sunday,14:00,"On March 22, 2009, around 13:40, the deceased person *** was found dead in the flower bed behind building 106 of Seohae Grand Bleu Apartments in Gwongok-dong, Asan-si. No signs of murder were found, and as a result of the National Forensic Service autopsy, it was reported as a typical fall death.",Residential and commercial facilities,1
274,Foil Jugong Apartment Reconstruction and Maintenance Project,Less than 70 to 80%,More than 100 billion won,20090417,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,Scaffolding lacking detailed information,Architectural construction work,"1,000 ~ 1,999 people",Technical occupations related to construction and mining,43,other,less than 1 month,friday,07:00,"On April 17, 2009 (Friday) around 07:50, at the top of the 5th stage of external scaffolding installed on the side wall of Unit 1, Building 220, *** was installed on the 5th stage of safety scaffolding to connect the remote control and power cable to the winch for lifting stones for exterior finishing. While standing on the middle of the railing, he slipped forward and fell to the ground 9 meters below. He was taken to the hospital and died around 08:25 on the same day while receiving treatment.",Residential and commercial facilities,1453
